Suburb,Rooms,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount
Essendon,3,960000,8,3040,3,1,2,549,106,1950,-37.7479,144.8931,Western Metropolitan,9264
Essendon,4,1670000,8,3040,4,2,1,291,183,1920,-37.7544,144.9325,Western Metropolitan,9264
Essendon,3,1100000,8,3040,3,2,1,789,257,1890,-37.7558,144.9073,Western Metropolitan,9264
Essendon,4,1800000,8,3040,3,2,2,648,215,1910,-37.7493,144.9112,Western Metropolitan,9264
Essendon,4,1250000,8,3040,3,3,2,374,267,2015,-37.7507,144.8911,Western Metropolitan,9264
Essendon,3,1365000,8,3040,3,1,1,754,,,-37.7528,144.8967,Western Metropolitan,9264
Essendon,2,1130000,8,3040,2,1,1,646,100,1950,-37.7502,144.8923,Western Metropolitan,9264
Essendon,2,370000,8,3040,2,1,3,0,55,1975,-37.7569,144.9256,Western Metropolitan,9264
Essendon,3,1467000,8,3040,3,2,2,188,171,1900,-37.7532,144.9178,Western Metropolitan,9264
Essendon,2,1315000,8,3040,2,1,0,634,,,-37.7406,144.894,Western Metropolitan,9264
Essendon,3,2390000,8,3040,3,1,1,669,,,-37.7534,144.9154,Western Metropolitan,9264
Essendon,3,1240000,8,3040,3,2,2,307,,,-37.7543,144.9249,Western Metropolitan,9264
Essendon,2,456000,8,3040,2,1,0,0,,,-37.7557,144.9222,Western Metropolitan,9264
Essendon,5,2800000,8,3040,5,4,6,877,378,2005,-37.7491,144.9002,Western Metropolitan,9264
Essendon,1,325000,8,3040,1,1,1,0,,1975,-37.7447,144.9184,Western Metropolitan,9264
Essendon,2,521000,8,3040,2,1,1,0,,1970,-37.7504,144.9051,Western Metropolitan,9264
Essendon,2,645000,8,3040,2,1,1,228,,,-37.7531,144.9059,Western Metropolitan,9264
Essendon,4,1160000,8,3040,4,3,2,256,217,2015,-37.7527,144.8957,Western Metropolitan,9264
Essendon,2,445000,8,3040,2,1,1,916,,,-37.7502,144.9065,Western Metropolitan,9264
Essendon,6,2620000,8,3040,6,4,2,860,355,1930,-37.7484,144.9025,Western Metropolitan,9264
Essendon,3,1226000,8,3040,3,1,3,533,125,1955,-37.7462,144.8953,Western Metropolitan,9264
Essendon,3,825000,8,3040,3,1,3,477,,,-37.7499,144.9127,Western Metropolitan,9264
Essendon,4,1402000,8,3040,4,2,1,554,193,1940,-37.7508,144.8937,Western Metropolitan,9264
Essendon,3,897000,8,3040,3,1,2,226,,2000,-37.7393,144.8931,Western Metropolitan,9264
Essendon,3,1240000,8,3040,3,1,1,503,,,-37.7456,144.9059,Western Metropolitan,9264
Essendon,3,1990000,8,3040,4,2,2,1021,,,-37.7415,144.8987,Western Metropolitan,9264
Essendon,3,855000,8,3040,3,1,2,396,116,1950,-37.7484,144.8907,Western Metropolitan,9264
Essendon,4,1775000,8,3040,3,2,2,725,,,-37.7551,144.9047,Western Metropolitan,9264
Essendon,2,411000,8,3040,2,1,1,0,,,-37.7547,144.9107,Western Metropolitan,9264
Essendon,4,1275000,8,3040,4,2,2,503,160,2008,-37.7513,144.8925,Western Metropolitan,9264
Essendon,5,1800000,8,3040,5,2,2,611,,,-37.7527,144.9237,Western Metropolitan,9264
Essendon,4,1590000,8,3040,4,3,1,475,272,2007,-37.7418,144.8938,Western Metropolitan,9264
Essendon,2,606000,8,3040,2,1,2,0,93,1972,-37.7598,144.9128,Western Metropolitan,9264
Essendon,3,1385000,8,3040,3,2,1,619,137,1930,-37.7543,144.9318,Western Metropolitan,9264
Essendon,3,650000,8,3040,3,2,1,160,129,1985,-37.7403,144.8989,Western Metropolitan,9264
Essendon,2,460000,8,3040,2,1,1,0,72,1960,-37.7545,144.8964,Western Metropolitan,9264
Essendon,3,1000000,8,3040,3,2,1,291,224,2013,-37.7499,144.8927,Western Metropolitan,9264
Essendon,3,980000,8,3040,3,1,1,464,,,-37.7545,144.9332,Western Metropolitan,9264
Essendon,2,520000,8,3040,2,1,2,0,73,1975,-37.7486,144.9072,Western Metropolitan,9264
Essendon,2,585000,8,3040,2,1,1,160,,,-37.7421,144.8995,Western Metropolitan,9264
Essendon,4,1295000,8,3040,4,2,2,696,,,-37.7465,144.8983,Western Metropolitan,9264
Essendon,3,720000,8,3040,3,1,2,190,142,1999,-37.7418,144.8918,Western Metropolitan,9264
Essendon,2,732500,8,3040,2,1,1,196,,,-37.7515,144.9084,Western Metropolitan,9264
Essendon,4,1635000,8,3040,4,1,2,638,227,1900,-37.7523,144.9052,Western Metropolitan,9264
Essendon,2,485000,8,3040,2,1,1,0,73,2010,-37.7504,144.9138,Western Metropolitan,9264
Essendon,3,980000,8,3040,3,1,3,503,,,-37.7463,144.8934,Western Metropolitan,9264
Essendon,3,840000,8,3040,3,2,2,282,,,-37.7468,144.9051,Western Metropolitan,9264
Essendon,2,1001000,8,3040,2,1,2,244,,1915,-37.7543,144.9307,Western Metropolitan,9264
Essendon,3,891000,8,3040,3,2,1,0,,,-37.7546,144.9134,Western Metropolitan,9264
Essendon,2,800000,8,3040,2,1,2,502,,,-37.7498,144.9048,Western Metropolitan,9264
Essendon,5,1575000,8,3040,5,3,2,700,454,1988,-37.7461,144.9173,Western Metropolitan,9264
Essendon,1,280000,8,3040,1,1,1,0,49,1960,-37.7475,144.9194,Western Metropolitan,9264
Essendon,4,1467000,8,3040,3,2,1,683,145,1920,-37.7439,144.9195,Western Metropolitan,9264
Essendon,3,770000,8,3040,3,1,0,438,,,-37.754,144.926,Western Metropolitan,9264
Essendon,2,446000,8,3040,2,1,1,0,,,-37.7534,144.9242,Western Metropolitan,9264
Essendon,2,890000,8,3040,2,1,1,649,108,1950,-37.7445,144.9133,Western Metropolitan,9264
Essendon,2,870000,8,3040,3,1,2,319,120,1920,-37.7555,144.9118,Western Metropolitan,9264
Essendon,4,1500000,8,3040,4,2,2,858,,,-37.7442,144.8934,Western Metropolitan,9264
Essendon,3,1266000,8,3040,2,1,2,635,,,-37.74,144.8941,Western Metropolitan,9264
Essendon,3,1134000,8,3040,3,1,1,551,114,1950,-37.7571,144.9335,Western Metropolitan,9264
Essendon,5,1756000,8,3040,5,2,5,963,,,-37.7501,144.9048,Western Metropolitan,9264
Essendon,1,320500,8,3040,1,1,1,0,52,1970,-37.7547,144.9107,Western Metropolitan,9264
Essendon,2,650000,8,3040,2,1,1,156,,1994,-37.746,144.9153,Western Metropolitan,9264
Essendon,2,1065000,8,3040,2,1,2,477,143,1960,-37.7503,144.911,Western Metropolitan,9264
Essendon,2,667000,8,3040,2,1,1,206,,,-37.7426,144.9,Western Metropolitan,9264
Essendon,4,1610000,8,3040,4,2,2,601,250,2010,-37.7434,144.9256,Western Metropolitan,9264
Essendon,3,1695000,8,3040,3,1,3,855,,,-37.7432,144.8947,Western Metropolitan,9264
Essendon,2,930000,8,3040,2,1,2,225,107,1990,-37.7548,144.9113,Western Metropolitan,9264
Essendon,4,1870000,8,3040,4,1,1,700,,,-37.755,144.9233,Western Metropolitan,9264
Essendon,2,395000,8,3040,2,1,1,0,68,1975,-37.7461,144.9058,Western Metropolitan,9264
Essendon,4,1726000,8,3040,4,2,2,705,,,-37.7497,144.9089,Western Metropolitan,9264
Essendon,3,1050000,8,3040,3,1,1,420,,,-37.7441,144.9041,Western Metropolitan,9264
Essendon,3,1470000,8,3040,3,1,1,687,120,2016,-37.7442,144.9045,Western Metropolitan,9264
Essendon,3,801500,8,3040,3,1,1,175,,,-37.7393,144.894,Western Metropolitan,9264
Essendon,2,480000,8,3040,2,1,1,0,,2011,-37.7444,144.9116,Western Metropolitan,9264
Essendon,3,1475000,8,3040,3,1,2,388,,1910,-37.7508,144.9163,Western Metropolitan,9264
Essendon,3,750000,8,3040,3,1,1,253,145,1997,-37.7397,144.898,Western Metropolitan,9264
Essendon,2,390000,8,3040,2,1,1,0,66,1970,-37.7554,144.9127,Western Metropolitan,9264
Essendon,2,453000,8,3040,2,1,1,0,,,-37.7494,144.921,Western Metropolitan,9264
Essendon,4,1170000,8,3040,4,2,2,0,180,2013,-37.7465,144.91,Western Metropolitan,9264
Essendon,4,1600000,8,3040,4,3,1,519,218,1930,-37.7517,144.9086,Western Metropolitan,9264
Essendon,4,1535000,8,3040,4,1,2,638,227,1900,-37.7523,144.9052,Western Metropolitan,9264
Essendon,3,1400000,8,3040,3,2,2,383,,,-37.7565,144.9241,Western Metropolitan,9264
Essendon,2,435000,8,3040,2,1,1,0,66,1970,-37.7461,144.9079,Western Metropolitan,9264
Essendon,2,457000,8,3040,2,1,1,0,,,-37.7534,144.9242,Western Metropolitan,9264
Essendon,3,1460000,8,3040,3,2,1,605,138,1920,-37.7546,144.9042,Western Metropolitan,9264
Essendon,2,736000,8,3040,2,1,1,0,106,1940,-37.7412,144.8974,Western Metropolitan,9264
Essendon,2,405000,8,3040,2,1,1,121,,1970,-37.7401,144.8923,Western Metropolitan,9264
Essendon,2,450000,8,3040,2,1,1,0,65,1970,-37.745,144.915,Western Metropolitan,9264
Essendon,2,740000,8,3040,2,1,1,250,104,1988,-37.7457,144.9061,Western Metropolitan,9264
Essendon,2,691000,8,3040,2,1,1,201,80,1995,-37.7454,144.928,Western Metropolitan,9264
Essendon,2,370000,8,3040,2,1,0,0,,,-37.7558,144.9233,Western Metropolitan,9264
Essendon,4,2355000,8,3040,4,2,3,715,273,1920,-37.7582,144.9128,Western Metropolitan,9264
Essendon,2,1255000,8,3040,2,1,1,0,,,-37.7488,144.9165,Western Metropolitan,9264
Essendon,4,1560000,8,3040,4,1,2,650,,1950,-37.7452,144.8941,Western Metropolitan,9264
Essendon,3,1330000,8,3040,3,1,4,687,,,-37.7585,144.9316,Western Metropolitan,9264
Essendon,3,1625000,8,3040,3,2,1,858,165,1938,-37.7417,144.8961,Western Metropolitan,9264
Essendon,3,1150000,8,3040,3,1,0,300,145,1900,-37.7548,144.9315,Western Metropolitan,9264
Essendon,3,1085000,8,3040,3,1,1,325,,,-37.7525,144.9232,Western Metropolitan,9264
Essendon,6,1800000,8,3040,7,2,2,870,,,-37.7517,144.9018,Western Metropolitan,9264
Essendon,2,360000,8,3040,2,1,1,0,68,1970,-37.754,144.9209,Western Metropolitan,9264
Essendon,2,645000,8,3040,2,1,1,170,88,1994,-37.7475,144.8959,Western Metropolitan,9264
Essendon,1,250000,8,3040,1,1,1,0,125,1970,-37.7523,144.9221,Western Metropolitan,9264
Essendon,3,1630000,8,3040,3,2,2,563,,,-37.7579,144.9114,Western Metropolitan,9264
Essendon,3,850000,8,3040,3,2,1,580,,,-37.753,144.891,Western Metropolitan,9264
Essendon,3,872000,8,3040,3,1,1,862,135,1970,-37.7399,144.8964,Western Metropolitan,9264
Essendon,3,935000,8,3040,3,2,2,247,,,-37.7462,144.8949,Western Metropolitan,9264
Essendon,2,630000,8,3040,2,1,1,0,83,1975,-37.7543,144.9066,Western Metropolitan,9264
Essendon,2,440000,8,3040,2,1,1,1011,77,1970,-37.7556,144.9132,Western Metropolitan,9264
Essendon,5,1811000,8,3040,5,3,2,657,284,1930,-37.7548,144.9098,Western Metropolitan,9264
Essendon,3,1500000,8,3040,3,2,3,440,190,1930,-37.7524,144.9074,Western Metropolitan,9264
Essendon,3,1290000,8,3040,3,1,2,605,,,-37.7541,144.9265,Western Metropolitan,9264
Essendon,3,1045000,8,3040,3,1,1,429,,,-37.7453,144.9183,Western Metropolitan,9264
Essendon,3,1290000,8,3040,3,1,1,618,132,1960,-37.7442,144.9249,Western Metropolitan,9264
Essendon,2,953000,8,3040,2,1,1,414,,,-37.7466,144.8941,Western Metropolitan,9264
Essendon,3,1100000,8,3040,3,1,2,0,700,1915,-37.7566,144.9155,Western Metropolitan,9264
Essendon,3,820000,8,3040,3,1,1,0,,,-37.752,144.9079,Western Metropolitan,9264
Essendon,4,1270000,8,3040,3,2,2,411,266,1996,-37.757,144.9251,Western Metropolitan,9264
Essendon,3,1445000,8,3040,3,2,1,400,168,1910,-37.7542,144.9117,Western Metropolitan,9264
Essendon,4,1113000,8,3040,3,1,2,533,127,1950,-37.7509,144.8922,Western Metropolitan,9264
Essendon,2,370000,8,3040,2,1,1,0,59,1960,-37.7482,144.908,Western Metropolitan,9264
Essendon,3,1505000,8,3040,3,2,2,625,,,-37.7489,144.9073,Western Metropolitan,9264
Essendon,2,590000,8,3040,2,1,1,0,,1970,-37.7451,144.9145,Western Metropolitan,9264
Essendon North,2,396000,9.4,3041,2,1,1,0,56,1975,-37.7428,144.9086,Western Metropolitan,1308
Essendon North,3,1580000,9.4,3041,3,2,2,758,,,-37.7401,144.9013,Western Metropolitan,1308
Essendon North,2,393000,9.4,3041,2,1,1,999,,1970,-37.7396,144.902,Western Metropolitan,1308
Essendon North,1,260000,9.4,3041,1,1,1,0,,,-37.7428,144.9086,Western Metropolitan,1308
Essendon North,3,1320000,9.4,3041,3,1,1,766,,,-37.7388,144.9006,Western Metropolitan,1308
Essendon North,2,450000,9.4,3041,2,1,1,88,59,1960,-37.7389,144.8998,Western Metropolitan,1308
Essendon North,5,1360000,9.4,3041,5,3,2,463,196,1930,-37.7379,144.9022,Western Metropolitan,1308
Essendon North,2,340000,9.4,3041,2,1,1,0,65,1960,-37.7433,144.9074,Western Metropolitan,1308
Essendon North,3,765000,9.4,3041,3,2,1,0,134,2002,-37.7364,144.8977,Western Metropolitan,1308
Essendon North,4,1605000,9.4,3041,3,2,2,607,,1940,-37.7371,144.8973,Western Metropolitan,1308
Essendon North,3,712000,9.4,3041,3,2,2,189,104,2009,-37.7374,144.9006,Western Metropolitan,1308
Essendon North,3,1425000,9.4,3041,3,2,2,10100,,,-37.7376,144.8954,Western Metropolitan,1308
Fairfield,3,1250000,5.8,3078,3,2,0,327,144,1910,-37.7723,145.0179,Northern Metropolitan,2970
Fairfield,3,1350000,5.8,3078,3,1,2,309,110,2000,-37.7828,145.0154,Northern Metropolitan,2970
Fairfield,3,1125000,5.8,3078,2,1,2,530,,,-37.7788,145.0203,Northern Metropolitan,2970
Fairfield,3,1064000,5.8,3078,3,1,1,235,,1900,-37.7698,145.0183,Northern Metropolitan,2970
Fairfield,2,1220000,5.8,3078,2,1,2,537,92,1950,-37.7689,145.0177,Northern Metropolitan,2970
Fairfield,4,1160000,5.8,3078,4,2,1,381,145,1890,-37.7735,145.0192,Northern Metropolitan,2970
Fairfield,2,505000,5.8,3078,2,1,1,0,70,1970,-37.7755,145.0178,Northern Metropolitan,2970
Fairfield,2,602000,5.8,3078,2,1,1,0,77,2013,-37.7845,145.0105,Northern Metropolitan,2970
Fairfield,3,846000,5.8,3078,3,1,1,185,107,1990,-37.7665,145.0175,Northern Metropolitan,2970
Fairfield,2,400000,5.8,3078,2,1,1,0,68,1970,-37.7719,145.0195,Northern Metropolitan,2970
Fairfield,2,610000,5.8,3078,2,1,1,66,,,-37.7722,145.0178,Northern Metropolitan,2970
Fairfield,2,445000,5.8,3078,2,1,1,0,56,1970,-37.7782,145.0162,Northern Metropolitan,2970
Fairfield,2,730000,5.8,3078,2,1,1,116,,1985,-37.7818,145.0161,Northern Metropolitan,2970
Fairfield,4,1730000,5.8,3078,4,2,2,490,226,2007,-37.7749,145.0242,Northern Metropolitan,2970
Fairfield,2,438000,5.8,3078,2,1,1,0,,,-37.7762,145.0213,Northern Metropolitan,2970
Fairfield,3,1700000,5.8,3078,3,2,1,743,,,-37.7728,145.026,Northern Metropolitan,2970
Fairfield,2,510000,5.8,3078,2,1,1,1658,68,1970,-37.7781,145.0157,Northern Metropolitan,2970
Fairfield,1,300000,5.8,3078,1,1,1,0,,,-37.7839,145.0171,Northern Metropolitan,2970
Fairfield,3,750000,5.8,3078,3,2,1,170,,,-37.7674,145.0209,Northern Metropolitan,2970
Fairfield,3,2350000,5.8,3078,3,2,4,735,,1950,-37.7706,145.0225,Northern Metropolitan,2970
Fairfield,3,1350000,5.8,3078,3,1,4,553,109,1930,-37.7728,145.0214,Northern Metropolitan,2970
Fairfield,4,2000000,5.8,3078,4,3,2,575,280,2015,-37.7671,145.0176,Northern Metropolitan,2970
Fairfield,2,1010000,5.8,3078,2,1,1,285,,,-37.774,145.0244,Northern Metropolitan,2970
Fairfield,3,1065000,5.8,3078,3,1,2,630,,1930,-37.7713,145.0196,Northern Metropolitan,2970
Fairfield,2,805000,5.8,3078,2,1,1,140,2,2008,-37.7697,145.0203,Northern Metropolitan,2970
Fairfield,3,1055000,5.8,3078,3,1,2,382,140,1950,-37.7696,145.0188,Northern Metropolitan,2970
Fairfield,2,548000,5.8,3078,2,1,1,0,68,2014,-37.7845,145.0105,Northern Metropolitan,2970
Fairfield,3,1500000,5.8,3078,3,1,1,0,126,1910,-37.7714,145.0173,Northern Metropolitan,2970
Fairfield,2,600000,5.8,3078,2,1,2,0,75,1970,-37.7732,145.0193,Northern Metropolitan,2970
Fairfield,3,1510000,5.8,3078,1,1,1,453,,,-37.7772,145.0232,Northern Metropolitan,2970
Fairfield,2,545000,5.8,3078,2,1,1,0,77,2002,-37.7682,145.0209,Northern Metropolitan,2970
Fairfield,3,1145000,5.8,3078,3,1,3,590,,,-37.7673,145.021,Northern Metropolitan,2970
Fairfield,3,1375000,5.8,3078,3,1,1,496,122,1910,-37.7737,145.018,Northern Metropolitan,2970
Fitzroy,2,1000000,1.6,3065,2,1,0,128,,,-37.7941,144.9802,Northern Metropolitan,5825
Fitzroy,3,1252000,1.6,3065,3,2,2,0,137,2004,-37.8029,144.975,Northern Metropolitan,5825
Fitzroy,2,810000,1.6,3065,2,1,2,0,71,1965,-37.7941,144.9802,Northern Metropolitan,5825
Fitzroy,2,692000,1.6,3065,2,1,1,0,,,-37.7988,144.9772,Northern Metropolitan,5825
Fitzroy,4,1780000,1.6,3065,4,1,1,186,,1902,-37.8048,144.9806,Northern Metropolitan,5825
Fitzroy,1,947500,1.6,3065,1,1,0,87,66,1980,-37.8019,144.9821,Northern Metropolitan,5825
Fitzroy,2,1460000,1.6,3065,2,1,0,0,105,1890,-37.8006,144.9814,Northern Metropolitan,5825
Fitzroy,3,1520000,1.6,3065,3,2,2,0,,,-37.7951,144.9776,Northern Metropolitan,5825
Fitzroy,2,880000,1.6,3065,2,2,2,0,105,2000,-37.7953,144.9775,Northern Metropolitan,5825
Fitzroy,4,3310000,1.6,3065,4,4,2,337,291,1854,-37.8052,144.9739,Northern Metropolitan,5825
Fitzroy,3,1481000,1.6,3065,3,2,1,138,,1900,-37.795,144.9806,Northern Metropolitan,5825
Fitzroy,3,2200000,1.6,3065,3,2,1,187,,,-37.8003,144.9806,Northern Metropolitan,5825
Fitzroy,3,1250000,1.6,3065,3,1,1,113,105,1890,-37.7966,144.9821,Northern Metropolitan,5825
Fitzroy,2,1440000,1.6,3065,3,1,0,95,,,-37.8032,144.9825,Northern Metropolitan,5825
Fitzroy,2,1315000,1.6,3065,2,1,0,141,,,-37.7946,144.9765,Northern Metropolitan,5825
Fitzroy,4,1950000,1.6,3065,4,1,0,177,152,1890,-37.7999,144.9759,Northern Metropolitan,5825
Fitzroy,1,597000,1.6,3065,1,1,1,0,,2000,-37.7941,144.9802,Northern Metropolitan,5825
Fitzroy,2,650000,1.6,3065,2,1,1,0,,,-37.799,144.9756,Northern Metropolitan,5825
Fitzroy,1,465000,1.6,3065,1,1,1,0,52,2011,-37.7974,144.9799,Northern Metropolitan,5825
Fitzroy,4,1620000,1.6,3065,3,2,1,132,165,1880,-37.8004,144.9768,Northern Metropolitan,5825
Fitzroy,3,1600000,1.6,3065,3,2,1,261,,,-37.803,144.9806,Northern Metropolitan,5825
Fitzroy,3,850000,1.6,3065,3,2,1,2782,115,2000,-37.8005,144.9787,Northern Metropolitan,5825
Fitzroy,2,790000,1.6,3065,2,1,1,0,,,-37.7967,144.9836,Northern Metropolitan,5825
Fitzroy,2,1122000,1.6,3065,2,1,0,106,101,1890,-37.7968,144.9781,Northern Metropolitan,5825
Fitzroy,2,660000,1.6,3065,2,2,0,0,,,-37.8035,144.9826,Northern Metropolitan,5825
Fitzroy,2,1300000,1.6,3065,2,1,1,157,110,1900,-37.7941,144.98,Northern Metropolitan,5825
Fitzroy,1,420000,1.6,3065,1,1,1,782,42,1975,-37.8055,144.9809,Northern Metropolitan,5825
Fitzroy,2,715000,1.6,3065,2,1,1,0,74,1900,-37.7967,144.9836,Northern Metropolitan,5825
Fitzroy,1,458000,1.6,3065,1,1,1,0,62,,-37.7964,144.9839,Northern Metropolitan,5825
Fitzroy,2,800000,1.6,3065,2,2,1,64,138,1995,-37.7956,144.9804,Northern Metropolitan,5825
Fitzroy,2,710000,1.6,3065,2,1,1,0,90,2002,-37.7953,144.9775,Northern Metropolitan,5825
Fitzroy,2,630000,1.6,3065,2,1,1,0,70,2007,-37.8024,144.9835,Northern Metropolitan,5825
Fitzroy,4,4011000,1.6,3065,4,3,2,286,275,1890,-37.7999,144.9755,Northern Metropolitan,5825
Fitzroy,2,677000,1.6,3065,2,1,0,67,,1850,-37.7969,144.9759,Northern Metropolitan,5825
Fitzroy North,2,700000,3.5,3068,2,2,1,4332,85,2010,-37.7846,144.9785,Northern Metropolitan,6244
Fitzroy North,2,860000,3.5,3068,2,1,0,104,70,1880,-37.7927,144.9796,Northern Metropolitan,6244
Fitzroy North,2,870000,3.5,3068,2,1,0,107,64,1910,-37.7898,144.9794,Northern Metropolitan,6244
Fitzroy North,2,1116000,3.5,3068,3,1,0,152,,,-37.791,144.9809,Northern Metropolitan,6244
Fitzroy North,4,1450000,3.5,3068,4,2,1,266,175,1950,-37.7797,144.9861,Northern Metropolitan,6244
Fitzroy North,2,930000,3.5,3068,2,3,0,2778,3558,,-37.7903,144.9859,Northern Metropolitan,6244
Fitzroy North,2,700000,3.5,3068,2,2,2,4296,,2011,-37.7846,144.9785,Northern Metropolitan,6244
Fitzroy North,3,2170000,3.5,3068,3,2,1,177,,,-37.7851,144.9934,Northern Metropolitan,6244
Fitzroy North,1,358500,3.5,3068,1,1,1,0,40,1975,-37.7925,144.9786,Northern Metropolitan,6244
Fitzroy North,3,1000000,3.5,3068,3,1,0,249,,,-37.7754,144.9806,Northern Metropolitan,6244
Fitzroy North,2,770000,3.5,3068,2,2,1,134,151,1905,-37.7916,144.9784,Northern Metropolitan,6244
Fitzroy North,2,1008000,3.5,3068,2,1,1,150,77,1890,-37.7833,144.9819,Northern Metropolitan,6244
Fitzroy North,3,1015000,3.5,3068,3,2,1,112,145,2000,-37.7912,144.9825,Northern Metropolitan,6244
Fitzroy North,3,1371000,3.5,3068,2,1,1,197,128,1900,-37.7835,144.9816,Northern Metropolitan,6244
Fitzroy North,2,1054000,3.5,3068,2,2,1,0,,,-37.7903,144.9859,Northern Metropolitan,6244
Fitzroy North,2,1055000,3.5,3068,2,1,0,122,,,-37.7818,144.9863,Northern Metropolitan,6244
Fitzroy North,2,720000,3.5,3068,2,2,1,4296,,2011,-37.7846,144.9785,Northern Metropolitan,6244
Fitzroy North,3,1286000,3.5,3068,3,1,0,275,116,1915,-37.7779,144.9862,Northern Metropolitan,6244
Fitzroy North,3,1655000,3.5,3068,3,1,0,176,,1900,-37.7892,144.9773,Northern Metropolitan,6244
Fitzroy North,3,1181000,3.5,3068,2,1,1,148,,,-37.7835,144.9799,Northern Metropolitan,6244
Fitzroy North,3,1600000,3.5,3068,3,3,1,188,129,2000,-37.7829,144.9788,Northern Metropolitan,6244
Fitzroy North,5,2875000,3.5,3068,5,2,3,818,,,-37.7749,144.9864,Northern Metropolitan,6244
Fitzroy North,2,990000,3.5,3068,2,1,0,145,,,-37.791,144.9779,Northern Metropolitan,6244
Fitzroy North,4,1950000,3.5,3068,4,2,2,233,216,1890,-37.7786,144.9818,Northern Metropolitan,6244
Fitzroy North,4,3400000,3.5,3068,3,2,1,445,175,1890,-37.786,144.9864,Northern Metropolitan,6244
Fitzroy North,4,1785000,3.5,3068,4,2,1,188,165,1900,-37.7815,144.9869,Northern Metropolitan,6244
Fitzroy North,2,1315000,3.5,3068,2,1,0,143,,,-37.7887,144.9888,Northern Metropolitan,6244
Fitzroy North,2,1210000,3.5,3068,2,1,1,223,118,1885,-37.7829,144.9782,Northern Metropolitan,6244
Fitzroy North,3,1275000,3.5,3068,3,2,1,104,110,1890,-37.7813,144.9834,Northern Metropolitan,6244
Fitzroy North,3,1141000,3.5,3068,2,1,1,378,,,-37.7739,144.9819,Northern Metropolitan,6244
Fitzroy North,2,1255000,3.5,3068,2,1,0,148,,,-37.7841,144.9793,Northern Metropolitan,6244
Fitzroy North,3,1700000,3.5,3068,3,2,1,240,,,-37.782,144.9834,Northern Metropolitan,6244
Fitzroy North,2,1290000,3.5,3068,2,1,0,136,92,1890,-37.7819,144.9824,Northern Metropolitan,6244
Fitzroy North,2,750000,3.5,3068,2,2,2,0,95,2002,-37.7761,144.9792,Northern Metropolitan,6244
Fitzroy North,3,674000,3.5,3068,3,1,1,0,,,-37.7899,144.9869,Northern Metropolitan,6244
Fitzroy North,2,675000,3.5,3068,2,1,2,0,92,2010,-37.7918,144.9824,Northern Metropolitan,6244
Fitzroy North,4,1700000,3.5,3068,4,3,2,127,209,2008,-37.7855,144.9789,Northern Metropolitan,6244
Fitzroy North,2,875000,3.5,3068,2,1,0,106,,,-37.7823,144.9864,Northern Metropolitan,6244
Fitzroy North,3,1080000,3.5,3068,3,2,1,77,133,2016,-37.7923,144.9776,Northern Metropolitan,6244
Fitzroy North,3,1851000,3.5,3068,3,1,1,225,,,-37.7852,144.9868,Northern Metropolitan,6244
Fitzroy North,2,1222500,3.5,3068,2,1,2,487,105,1940,-37.7737,144.9822,Northern Metropolitan,6244
Fitzroy North,1,330000,3.5,3068,1,1,1,0,,1970,-37.782,144.9896,Northern Metropolitan,6244
Fitzroy North,2,1232000,3.5,3068,2,1,0,0,,,-37.7848,144.9806,Northern Metropolitan,6244
Fitzroy North,1,899000,3.5,3068,2,1,0,153,,,-37.7851,144.9784,Northern Metropolitan,6244
Fitzroy North,3,2300000,3.5,3068,4,1,2,475,,,-37.7786,144.9846,Northern Metropolitan,6244
Fitzroy North,2,937500,3.5,3068,2,1,0,100,72,1890,-37.788,144.9791,Northern Metropolitan,6244
Fitzroy North,3,1710000,3.5,3068,3,2,0,357,,1880,-37.7778,144.9824,Northern Metropolitan,6244
Fitzroy North,3,1600000,3.5,3068,3,1,0,370,,,-37.7794,144.9892,Northern Metropolitan,6244
Fitzroy North,3,1300000,3.5,3068,3,1,1,203,110,1890,-37.7834,144.9862,Northern Metropolitan,6244
Fitzroy North,4,2300000,3.5,3068,4,2,1,197,,,-37.7828,144.9832,Northern Metropolitan,6244
Fitzroy North,2,490000,3.5,3068,2,1,1,4296,,2012,-37.7846,144.9785,Northern Metropolitan,6244
Fitzroy North,3,1300000,3.5,3068,3,2,0,127,135,1890,-37.7851,144.9809,Northern Metropolitan,6244
Fitzroy North,3,1300000,3.5,3068,3,1,0,309,,,-37.776,144.9832,Northern Metropolitan,6244
Fitzroy North,3,2150000,3.5,3068,3,2,0,202,307,1898,-37.7835,144.9867,Northern Metropolitan,6244
Fitzroy North,3,775000,3.5,3068,3,2,2,0,,,-37.7918,144.9824,Northern Metropolitan,6244
Fitzroy North,3,1581000,3.5,3068,3,1,0,193,132,1910,-37.7836,144.985,Northern Metropolitan,6244
Fitzroy North,2,602000,3.5,3068,2,1,1,0,48,1980,-37.7794,144.989,Northern Metropolitan,6244
Fitzroy North,2,650000,3.5,3068,2,1,1,0,75,1980,-37.777,144.9838,Northern Metropolitan,6244
Fitzroy North,2,1283000,3.5,3068,2,1,2,204,,,-37.7824,144.9801,Northern Metropolitan,6244
Fitzroy North,3,1450000,3.5,3068,3,2,1,118,103,1905,-37.7839,144.9807,Northern Metropolitan,6244
Fitzroy North,2,1325000,3.5,3068,2,1,0,160,,,-37.783,144.9866,Northern Metropolitan,6244
